timestamp	tag	tier	decision	status	elapsed_s	model_scope	parent_tag	parent_score	selection_splits	steps	hypothesis	reasoning	config	changed_files	models_seen	splits_seen	basins	composite_score	median_kge	q25_kge	median_nse	median_log_nse	median_abs_pbias	failure_count	failure_rate	median_abs_err_runoff_ratio	median_abs_err_fdc_slope	median_abs_err_baseflow_index	median_abs_err_high_q_dur	median_abs_err_low_q_dur	median_abs_err_q95	median_abs_err_q05	guardrail_fail	notes
2026-06-07 06:42:05	20260607_064114_001_xgboost_threshold_depth_xgboost	tier1_proxy	reject	crash	51.01	xgboost			val	tabular	Following Bertoli et al., a stronger XGBoost continuous-flow backbone should improve both general hydrograph skill and peak-flow readiness.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_064114_001_xgboost_threshold_depth_xgboost.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_064114_001_xgboost_threshold_depth_xgboost.yaml																				"{""models.sample_per_basin_train"": 2200, ""models.xgboost.colsample_bytree"": 0.85, ""models.xgboost.learning_rate"": 0.025, ""models.xgboost.max_depth"": 7, ""models.xgboost.n_estimators"": 1200, ""models.xgboost.reg_lambda"": 4.0, ""models.xgboost.subsample"": 0.85}"
2026-06-07 06:42:20	20260607_064114_002_rf_stability_water_balance_random_forest	tier1_proxy	reject	crash	14.31	random_forest			val	tabular	Following Bertoli et al., a Random Forest configured as a peak-flow specialist should improve high-flow behaviour without destabilizing the full forecast.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_064114_002_rf_stability_water_balance_random_forest.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_064114_002_rf_stability_water_balance_random_forest.yaml																				"{""models.random_forest.max_depth"": 28, ""models.random_forest.max_samples"": 0.75, ""models.random_forest.min_samples_leaf"": 2, ""models.random_forest.n_estimators"": 900, ""models.sample_per_basin_train"": 2200}"
2026-06-07 06:42:34	20260607_064114_003_peak_flow_tabular_hybrid_priors_all	tier1_proxy	reject	crash	13.56	all			val	tabular	Adopt Bertoli-style peak-flow priors: strengthen short windows, XGBoost continuity, and RF peak sensitivity in the same candidate.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_064114_003_peak_flow_tabular_hybrid_priors_all.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_064114_003_peak_flow_tabular_hybrid_priors_all.yaml																				"{""features.rolling_windows"": [1, 3, 7, 14, 30, 60, 90, 180], ""models.random_forest.max_depth"": 28, ""models.random_forest.max_samples"": 0.75, ""models.random_forest.min_samples_leaf"": 2, ""models.random_forest.n_estimators"": 900, ""models.sample_per_basin_train"": 2400, ""models.xgboost.colsample_bytree"": 0.85, ""models.xgboost.learning_rate"": 0.025, ""models.xgboost.max_depth"": 7, ""models.xgboost.n_estimators"": 1200, ""models.xgboost.reg_lambda"": 4.0, ""models.xgboost.subsample"": 0.85}"
2026-06-07 06:42:48	20260607_064114_004_xgboost_threshold_depth_xgboost	tier1_proxy	reject	crash	13.45	xgboost			val	tabular	Following Bertoli et al., a stronger XGBoost continuous-flow backbone should improve both general hydrograph skill and peak-flow readiness.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_064114_004_xgboost_threshold_depth_xgboost.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_064114_004_xgboost_threshold_depth_xgboost.yaml																				"{""models.sample_per_basin_train"": 2200, ""models.xgboost.colsample_bytree"": 0.85, ""models.xgboost.learning_rate"": 0.025, ""models.xgboost.max_depth"": 7, ""models.xgboost.n_estimators"": 1200, ""models.xgboost.reg_lambda"": 4.0, ""models.xgboost.subsample"": 0.85}"
2026-06-07 06:56:04	20260607_065433_001_xgboost_threshold_depth_xgboost	tier1_proxy	reject	crash	90.05	xgboost			val	tabular	Following Bertoli et al., a stronger XGBoost continuous-flow backbone should improve both general hydrograph skill and peak-flow readiness.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_065433_001_xgboost_threshold_depth_xgboost.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_065433_001_xgboost_threshold_depth_xgboost.yaml																				"{""models.sample_per_basin_train"": 400, ""models.xgboost.colsample_bytree"": 0.85, ""models.xgboost.learning_rate"": 0.025, ""models.xgboost.max_depth"": 7, ""models.xgboost.n_estimators"": 300, ""models.xgboost.reg_lambda"": 4.0, ""models.xgboost.subsample"": 0.85}"
2026-06-07 07:09:04	cache_test_xgb	tier1_proxy	promote	ok	19.68	xgboost			val	tabular	cache-test		paper4_pipeline/outputs/autoresearch/generated_configs/20260607_070828_01_xgboost_threshold_depth.yaml	paper4_pipeline/outputs/autoresearch/generated_configs/20260607_070828_01_xgboost_threshold_depth.yaml	xgboost	val	100	51.143468208954516	0.6121707458174043	0.4847878826405857	0.5873680437329836	0.6709085488348796	6.926424529688953	2	0.02	0.0351407589559926	0.26886617241113997	0.09327645624595116	0.9999315818281335	2.140476190476191	0.628284362649116	0.0893402179923973	False	cache-test
2026-06-07 07:09:59	20260607_070937_001_xgboost_adaptive_xgboost	tier1_proxy	promote	ok	21.91	xgboost			val	tabular	Adaptive mutation around the current best xgboost proxy candidate to improve validation composite score.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_070937_001_xgboost_adaptive_xgboost.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_070937_001_xgboost_adaptive_xgboost.yaml	xgboost	val	100	56.043469600898106	0.6406653437223163	0.5150599172030291	0.606213750919721	0.6719474263972545	6.8898004227365375	3	0.03	0.0318232321088748	0.28708768471098095	0.0789826455314276	1.005366692131398	1.8056481701992542	0.5730608458561278	0.08721357681010335	False	"{""models.sample_per_basin_train"": 1800, ""models.xgboost.colsample_bytree"": 0.8, ""models.xgboost.learning_rate"": 0.025, ""models.xgboost.max_depth"": 4, ""models.xgboost.n_estimators"": 1100, ""models.xgboost.reg_lambda"": 3.0, ""models.xgboost.subsample"": 0.8}"
2026-06-07 07:10:16	20260607_070937_002_xgboost_adaptive_xgboost	tier1_proxy	reject	ok	15.67	xgboost			val	tabular	Adaptive mutation around the current best xgboost proxy candidate to improve validation composite score.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_070937_002_xgboost_adaptive_xgboost.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_070937_002_xgboost_adaptive_xgboost.yaml	xgboost	val	100	44.8459180849826	0.593109509204138	0.44956818761301165	0.5755544039089295	0.6428882265127402	7.8445762183979	4	0.04	0.0336328128375747	0.3072379714818023	0.09079705330638616	1.041093117408907	1.7347985347985353	0.6837837107265915	0.10495814788747135	False	"{""models.sample_per_basin_train"": 2000, ""models.xgboost.colsample_bytree"": 0.8, ""models.xgboost.learning_rate"": 0.02, ""models.xgboost.max_depth"": 4, ""models.xgboost.n_estimators"": 700, ""models.xgboost.reg_lambda"": 3.0, ""models.xgboost.subsample"": 0.8}"
2026-06-07 07:17:10	20260607_071651_001_xgboost_adaptive_xgboost	tier1_proxy	reject	ok	18.44	xgboost			val	tabular	Adaptive mutation around the current best xgboost proxy candidate to improve validation composite score.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_001_xgboost_adaptive_xgboost.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_001_xgboost_adaptive_xgboost.yaml	xgboost	val	100	56.043469600898106	0.6406653437223163	0.5150599172030291	0.606213750919721	0.6719474263972545	6.8898004227365375	3	0.03	0.0318232321088748	0.28708768471098095	0.0789826455314276	1.005366692131398	1.8056481701992542	0.5730608458561278	0.08721357681010335	False	"{""models.sample_per_basin_train"": 1800, ""models.xgboost.colsample_bytree"": 0.8, ""models.xgboost.learning_rate"": 0.025, ""models.xgboost.max_depth"": 4, ""models.xgboost.n_estimators"": 1100, ""models.xgboost.reg_lambda"": 3.0, ""models.xgboost.subsample"": 0.8}"
2026-06-07 07:17:26	20260607_071651_002_xgboost_adaptive_xgboost	tier1_proxy	reject	ok	15.55	xgboost			val	tabular	Adaptive mutation around the current best xgboost proxy candidate to improve validation composite score.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_002_xgboost_adaptive_xgboost.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_002_xgboost_adaptive_xgboost.yaml	xgboost	val	100	44.8459180849826	0.593109509204138	0.44956818761301165	0.5755544039089295	0.6428882265127402	7.8445762183979	4	0.04	0.0336328128375747	0.3072379714818023	0.09079705330638616	1.041093117408907	1.7347985347985353	0.6837837107265915	0.10495814788747135	False	"{""models.sample_per_basin_train"": 2000, ""models.xgboost.colsample_bytree"": 0.8, ""models.xgboost.learning_rate"": 0.02, ""models.xgboost.max_depth"": 4, ""models.xgboost.n_estimators"": 700, ""models.xgboost.reg_lambda"": 3.0, ""models.xgboost.subsample"": 0.8}"
2026-06-07 07:17:53	20260607_071651_003_xgboost_adaptive_xgboost	tier1_proxy	promote	ok	26.53	xgboost			val	tabular	Adaptive mutation around the current best xgboost proxy candidate to improve validation composite score.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_003_xgboost_adaptive_xgboost.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_003_xgboost_adaptive_xgboost.yaml	xgboost	val	100	68.90968974680008	0.7021560766077147	0.5584655790655864	0.6407705593424906	0.6990366656388408	6.284241219198455	1	0.01	0.0284832201799557	0.2162715819083744	0.0646590877905128	0.9470238095238095	1.8219696969696968	0.4507781557467446	0.0730543879268998	False	"{""models.sample_per_basin_train"": 2200, ""models.xgboost.colsample_bytree"": 0.8, ""models.xgboost.learning_rate"": 0.03, ""models.xgboost.max_depth"": 5, ""models.xgboost.n_estimators"": 1300, ""models.xgboost.reg_lambda"": 6.0, ""models.xgboost.subsample"": 0.75}"
2026-06-07 07:18:12	20260607_071651_004_xgboost_adaptive_xgboost	tier1_proxy	reject	ok	18.43	xgboost			val	tabular	Adaptive mutation around the current best xgboost proxy candidate to improve validation composite score.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_004_xgboost_adaptive_xgboost.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_004_xgboost_adaptive_xgboost.yaml	xgboost	val	100	60.494771093835396	0.6718962298945752	0.5181168873504836	0.6247564418413936	0.6887085552612268	6.636683050251724	2	0.02	0.029892647060145452	0.2513094195113877	0.0684886271923612	1.0568502331002332	1.7191919191919194	0.522915212755054	0.08085658820744185	False	"{""models.sample_per_basin_train"": 1800, ""models.xgboost.colsample_bytree"": 0.75, ""models.xgboost.learning_rate"": 0.03, ""models.xgboost.max_depth"": 5, ""models.xgboost.n_estimators"": 900, ""models.xgboost.reg_lambda"": 6.0, ""models.xgboost.subsample"": 0.75}"
2026-06-07 07:18:36	20260607_071651_005_xgboost_adaptive_xgboost	tier1_proxy	reject	ok	23.5	xgboost			val	tabular	Adaptive mutation around the current best xgboost proxy candidate to improve validation composite score.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_005_xgboost_adaptive_xgboost.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_005_xgboost_adaptive_xgboost.yaml	xgboost	val	100	65.27830416583251	0.689119307627671	0.5548975882963261	0.6395160407456639	0.6960504526895666	6.690550440034371	1	0.01	0.030424927207838848	0.22728843598481296	0.07201532187464335	0.9829222011385196	2.0555555555555554	0.5006339223369494	0.08111809741682485	False	"{""models.sample_per_basin_train"": 1800, ""models.xgboost.colsample_bytree"": 0.75, ""models.xgboost.learning_rate"": 0.02, ""models.xgboost.max_depth"": 6, ""models.xgboost.n_estimators"": 1100, ""models.xgboost.reg_lambda"": 6.0, ""models.xgboost.subsample"": 0.9}"
2026-06-07 07:19:15	20260607_071651_006_xgboost_adaptive_xgboost	tier1_proxy	promote	ok	38.46	xgboost			val	tabular	Adaptive mutation around the current best xgboost proxy candidate to improve validation composite score.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_006_xgboost_adaptive_xgboost.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_006_xgboost_adaptive_xgboost.yaml	xgboost	val	100	72.15921323498421	0.7111505937859819	0.5776187402670597	0.660059920226618	0.7184494164995004	5.850326979530806	1	0.01	0.0267988722888346	0.19821197119420603	0.061748908713741654	0.8737829803047192	1.7619047619047628	0.46376904562016125	0.05548163655744795	False	"{""models.sample_per_basin_train"": 2200, ""models.xgboost.colsample_bytree"": 0.75, ""models.xgboost.learning_rate"": 0.025, ""models.xgboost.max_depth"": 8, ""models.xgboost.n_estimators"": 1100, ""models.xgboost.reg_lambda"": 4.0, ""models.xgboost.subsample"": 0.75}"
2026-06-07 07:19:33	20260607_071651_007_xgboost_adaptive_xgboost	tier1_proxy	reject	ok	17.57	xgboost			val	tabular	Adaptive mutation around the current best xgboost proxy candidate to improve validation composite score.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_007_xgboost_adaptive_xgboost.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_007_xgboost_adaptive_xgboost.yaml	xgboost	val	100	63.63989623256606	0.6701166461826279	0.5334976241753318	0.6223360483519236	0.6907628739190395	6.952809373526704	1	0.01	0.030133564259118548	0.27240469073973894	0.0719069719001971	0.9288865546218488	1.8598243861401755	0.4929831928244539	0.0760768512318499	False	"{""models.sample_per_basin_train"": 2000, ""models.xgboost.colsample_bytree"": 0.9, ""models.xgboost.learning_rate"": 0.04, ""models.xgboost.max_depth"": 5, ""models.xgboost.n_estimators"": 700, ""models.xgboost.reg_lambda"": 5.0, ""models.xgboost.subsample"": 0.85}"
2026-06-07 07:19:58	20260607_071651_008_xgboost_adaptive_xgboost	tier1_proxy	reject	ok	24.15	xgboost			val	tabular	Adaptive mutation around the current best xgboost proxy candidate to improve validation composite score.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_008_xgboost_adaptive_xgboost.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_071651_008_xgboost_adaptive_xgboost.yaml	xgboost	val	100	66.74928395576707	0.6913397358887232	0.5504991766897334	0.6320028650611449	0.7050376547059164	6.346637183811076	1	0.01	0.02830499337370255	0.2198502132631806	0.06651635201696934	0.9829222011385196	1.8331288594446489	0.4649790865631491	0.0672519959352068	False	"{""models.sample_per_basin_train"": 2000, ""models.xgboost.colsample_bytree"": 0.8, ""models.xgboost.learning_rate"": 0.03, ""models.xgboost.max_depth"": 6, ""models.xgboost.n_estimators"": 900, ""models.xgboost.reg_lambda"": 4.0, ""models.xgboost.subsample"": 0.75}"
2026-06-07 07:23:37	20260607_072318_001_xgboost_adaptive_xgboost	tier1_proxy	reject	ok	18.3	xgboost			val	tabular	Adaptive mutation around prior best xgboost candidate 20260607_071651_006_xgboost_adaptive_xgboost (score=72.15921323498421) to improve validation composite score while preserving guardrails.		/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_072318_001_xgboost_adaptive_xgboost.yaml	/Volumes/doudou_usb/PhD Final/paper4_pipeline/outputs/autoresearch/generated_configs/20260607_072318_001_xgboost_adaptive_xgboost.yaml	xgboost	val	100	56.043469600898106	0.6406653437223163	0.5150599172030291	0.606213750919721	0.6719474263972545	6.8898004227365375	3	0.03	0.0318232321088748	0.28708768471098095	0.0789826455314276	1.005366692131398	1.8056481701992542	0.5730608458561278	0.08721357681010335	False	"{""models.sample_per_basin_train"": 1800, ""models.xgboost.colsample_bytree"": 0.8, ""models.xgboost.learning_rate"": 0.025, ""models.xgboost.max_depth"": 4, ""models.xgboost.n_estimators"": 1100, ""models.xgboost.reg_lambda"": 3.0, ""models.xgboost.subsample"": 0.8}"
2026-06-07 07:24:22	memory_refresh_xgb	tier1_proxy	reject	ok	8.91	xgboost			val	tabular	memory-refresh		paper4_pipeline/outputs/autoresearch/generated_configs/20260607_070828_01_xgboost_threshold_depth.yaml	paper4_pipeline/outputs/autoresearch/generated_configs/20260607_070828_01_xgboost_threshold_depth.yaml	xgboost	val	100	51.143468208954516	0.6121707458174043	0.4847878826405857	0.5873680437329836	0.6709085488348796	6.926424529688953	2	0.02	0.0351407589559926	0.26886617241113997	0.09327645624595116	0.9999315818281335	2.140476190476191	0.628284362649116	0.0893402179923973	False	memory-refresh
